locus_tag	ftype	length_bp	gene	EC_number	COG	product
NMMJGDOI_00751	CDS	486	proS_1	6.1.1.15	COG0442	Proline--tRNA ligase
NMMJGDOI_00751	gene	486	proS_1			
NMMJGDOI_00752	CDS	198	proS_2	6.1.1.15	COG0442	Proline--tRNA ligase
NMMJGDOI_00752	gene	198	proS_2			
NMMJGDOI_00753	CDS	225	proS_3	6.1.1.15	COG0442	Proline--tRNA ligase
NMMJGDOI_00753	gene	225	proS_3			
NMMJGDOI_00754	CDS	141				hypothetical protein
NMMJGDOI_00754	gene	141				
NMMJGDOI_00755	CDS	480	greA		COG0782	Transcription elongation factor GreA
NMMJGDOI_00755	gene	480	greA			
NMMJGDOI_00756	tRNA	87				tRNA-Tyr(gta)
NMMJGDOI_00756	gene	87				
NMMJGDOI_00757	tRNA	75				tRNA-Gln(ttg)
NMMJGDOI_00757	gene	75				
NMMJGDOI_00758	tRNA	75				tRNA-Lys(ttt)
NMMJGDOI_00758	gene	75				
NMMJGDOI_00759	tRNA	86				tRNA-Leu(taa)
NMMJGDOI_00759	gene	86				
NMMJGDOI_00760	tRNA	74				tRNA-Gly(tcc)
NMMJGDOI_00760	gene	74				
NMMJGDOI_00761	CDS	843				putative protein MG281
NMMJGDOI_00761	gene	843				
NMMJGDOI_00762	CDS	507				putative protein MG281
NMMJGDOI_00762	gene	507				
NMMJGDOI_00763	CDS	864				hypothetical protein
NMMJGDOI_00763	gene	864				
NMMJGDOI_00764	CDS	657				hypothetical protein
NMMJGDOI_00764	gene	657				
NMMJGDOI_00765	CDS	237				hypothetical protein
NMMJGDOI_00765	gene	237				
NMMJGDOI_00766	CDS	234				hypothetical protein
NMMJGDOI_00766	gene	234				
NMMJGDOI_00767	CDS	1464	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
NMMJGDOI_00767	gene	1464	relA			
NMMJGDOI_00768	CDS	111				hypothetical protein
NMMJGDOI_00768	gene	111				
NMMJGDOI_00769	CDS	408				hypothetical protein
NMMJGDOI_00769	gene	408				
NMMJGDOI_00770	CDS	930				hypothetical protein
NMMJGDOI_00770	gene	930				
NMMJGDOI_00771	CDS	183				hypothetical protein
NMMJGDOI_00771	gene	183				
NMMJGDOI_00772	CDS	552				hypothetical protein
NMMJGDOI_00772	gene	552				
NMMJGDOI_00773	CDS	252				hypothetical protein
NMMJGDOI_00773	gene	252				
NMMJGDOI_00774	CDS	534	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
NMMJGDOI_00774	gene	534	apt			
NMMJGDOI_00775	CDS	345	nox_1	1.6.99.3	COG0446	NADH oxidase
NMMJGDOI_00775	gene	345	nox_1			
NMMJGDOI_00776	CDS	207		1.6.99.3		putative NADH oxidase
NMMJGDOI_00776	gene	207				
NMMJGDOI_00777	CDS	666	nox_2	1.6.99.3	COG0446	NADH oxidase
NMMJGDOI_00777	gene	666	nox_2			
NMMJGDOI_00778	CDS	129		1.6.99.3		putative NADH oxidase
NMMJGDOI_00778	gene	129				
NMMJGDOI_00779	CDS	171	pdhA_1	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
NMMJGDOI_00779	gene	171	pdhA_1			
NMMJGDOI_00780	CDS	153	pdhA_2	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
NMMJGDOI_00780	gene	153	pdhA_2			
NMMJGDOI_00781	CDS	111	pdhA_3	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
NMMJGDOI_00781	gene	111	pdhA_3			
NMMJGDOI_00782	CDS	237	pdhA_4	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
NMMJGDOI_00782	gene	237	pdhA_4			
NMMJGDOI_00783	CDS	735	pdhB_1	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
NMMJGDOI_00783	gene	735	pdhB_1			
NMMJGDOI_00784	CDS	237	pdhB_2	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
NMMJGDOI_00784	gene	237	pdhB_2			
NMMJGDOI_00785	CDS	1209	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
NMMJGDOI_00785	gene	1209	pdhC			
NMMJGDOI_00786	CDS	237	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
NMMJGDOI_00786	gene	237	pdhD_1			
NMMJGDOI_00787	CDS	1131	pdhD_2	1.8.1.4		Dihydrolipoyl dehydrogenase
NMMJGDOI_00787	gene	1131	pdhD_2			
NMMJGDOI_00788	CDS	723	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
NMMJGDOI_00788	gene	723	lplA			
NMMJGDOI_00789	CDS	222	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
NMMJGDOI_00789	gene	222	lplJ			
NMMJGDOI_00790	CDS	387				hypothetical protein
NMMJGDOI_00790	gene	387				
NMMJGDOI_00791	CDS	1077	smc_3			Chromosome partition protein Smc
NMMJGDOI_00791	gene	1077	smc_3			
NMMJGDOI_00792	CDS	321				hypothetical protein
NMMJGDOI_00792	gene	321				
NMMJGDOI_00793	CDS	369				hypothetical protein
NMMJGDOI_00793	gene	369				
NMMJGDOI_00794	CDS	345				hypothetical protein
NMMJGDOI_00794	gene	345				
NMMJGDOI_00795	CDS	186	leuS_1	6.1.1.4		Leucine--tRNA ligase
NMMJGDOI_00795	gene	186	leuS_1			
NMMJGDOI_00796	CDS	198	leuS_2	6.1.1.4		Leucine--tRNA ligase
NMMJGDOI_00796	gene	198	leuS_2			
NMMJGDOI_00797	CDS	705	leuS_3	6.1.1.4	COG0495	Leucine--tRNA ligase
NMMJGDOI_00797	gene	705	leuS_3			
NMMJGDOI_00798	CDS	438	leuS_4	6.1.1.4		Leucine--tRNA ligase
NMMJGDOI_00798	gene	438	leuS_4			
NMMJGDOI_00799	CDS	516	leuS_5	6.1.1.4		Leucine--tRNA ligase
NMMJGDOI_00799	gene	516	leuS_5			
NMMJGDOI_00800	CDS	849	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
NMMJGDOI_00800	gene	849	ybhA			
NMMJGDOI_00801	CDS	279	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
NMMJGDOI_00801	gene	279	coaE			
NMMJGDOI_00802	CDS	111				hypothetical protein
NMMJGDOI_00802	gene	111				
NMMJGDOI_00803	CDS	249				hypothetical protein
NMMJGDOI_00803	gene	249				
NMMJGDOI_00804	CDS	204				hypothetical protein
NMMJGDOI_00804	gene	204				
NMMJGDOI_00805	CDS	834	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
NMMJGDOI_00805	gene	834	mutM			
NMMJGDOI_00806	CDS	564	polA	2.7.7.7		DNA polymerase I
NMMJGDOI_00806	gene	564	polA			
NMMJGDOI_00807	CDS	246				hypothetical protein
NMMJGDOI_00807	gene	246				
NMMJGDOI_00808	CDS	1401	dnaE1_1	2.7.7.7		DNA polymerase III subunit alpha
NMMJGDOI_00808	gene	1401	dnaE1_1			
NMMJGDOI_00809	CDS	537	dnaE1_2	2.7.7.7		DNA polymerase III subunit alpha
NMMJGDOI_00809	gene	537	dnaE1_2			
NMMJGDOI_00810	CDS	225				putative protein MPN_377
NMMJGDOI_00810	gene	225				
NMMJGDOI_00811	tRNA	77				tRNA-Arg(tcg)
NMMJGDOI_00811	gene	77				
NMMJGDOI_00812	CDS	348				hypothetical protein
NMMJGDOI_00812	gene	348				
NMMJGDOI_00813	CDS	276				hypothetical protein
NMMJGDOI_00813	gene	276				
NMMJGDOI_00814	CDS	1593				hypothetical protein
NMMJGDOI_00814	gene	1593				
NMMJGDOI_00815	CDS	141				hypothetical protein
NMMJGDOI_00815	gene	141				
NMMJGDOI_00816	CDS	192				hypothetical protein
NMMJGDOI_00816	gene	192				
NMMJGDOI_00817	CDS	435				hypothetical protein
NMMJGDOI_00817	gene	435				
NMMJGDOI_00818	CDS	141				hypothetical protein
NMMJGDOI_00818	gene	141				
NMMJGDOI_00819	CDS	294				hypothetical protein
NMMJGDOI_00819	gene	294				
NMMJGDOI_00820	CDS	858				hypothetical protein
NMMJGDOI_00820	gene	858				
NMMJGDOI_00821	CDS	231		2.4.2.-		ADP-ribosylating toxin CARDS
NMMJGDOI_00821	gene	231				
NMMJGDOI_00822	CDS	129		2.4.2.-		ADP-ribosylating toxin CARDS
NMMJGDOI_00822	gene	129				
NMMJGDOI_00823	CDS	234		2.4.2.-		ADP-ribosylating toxin CARDS
NMMJGDOI_00823	gene	234				
NMMJGDOI_00824	CDS	480		2.4.2.-		ADP-ribosylating toxin CARDS
NMMJGDOI_00824	gene	480				
NMMJGDOI_00825	CDS	258				hypothetical protein
NMMJGDOI_00825	gene	258				
NMMJGDOI_00826	CDS	1095				hypothetical protein
NMMJGDOI_00826	gene	1095				
NMMJGDOI_00827	CDS	801				hypothetical protein
NMMJGDOI_00827	gene	801				
NMMJGDOI_00828	CDS	363				hypothetical protein
NMMJGDOI_00828	gene	363				
NMMJGDOI_00829	CDS	819				hypothetical protein
NMMJGDOI_00829	gene	819				
NMMJGDOI_00830	CDS	795				hypothetical protein
NMMJGDOI_00830	gene	795				
NMMJGDOI_00831	CDS	201				hypothetical protein
NMMJGDOI_00831	gene	201				
NMMJGDOI_00832	CDS	141				hypothetical protein
NMMJGDOI_00832	gene	141				
NMMJGDOI_00833	CDS	480				hypothetical protein
NMMJGDOI_00833	gene	480				
NMMJGDOI_00834	CDS	648	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
NMMJGDOI_00834	gene	648	pepF1			
NMMJGDOI_00835	CDS	357				hypothetical protein
NMMJGDOI_00835	gene	357				
NMMJGDOI_00836	CDS	153				hypothetical protein
NMMJGDOI_00836	gene	153				
NMMJGDOI_00837	CDS	198				hypothetical protein
NMMJGDOI_00837	gene	198				
NMMJGDOI_00838	CDS	333	truA_1	5.4.99.12	COG0101	tRNA pseudouridine synthase A
NMMJGDOI_00838	gene	333	truA_1			
NMMJGDOI_00839	CDS	222	truA_2	5.4.99.12		tRNA pseudouridine synthase A
NMMJGDOI_00839	gene	222	truA_2			
NMMJGDOI_00840	CDS	456	ecfT_2			Energy-coupling factor transporter transmembrane protein EcfT
NMMJGDOI_00840	gene	456	ecfT_2			
NMMJGDOI_00841	CDS	474				hypothetical protein
NMMJGDOI_00841	gene	474				
NMMJGDOI_00842	CDS	342	ecfT_3		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
NMMJGDOI_00842	gene	342	ecfT_3			
NMMJGDOI_00843	CDS	912	ecfA2_2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
NMMJGDOI_00843	gene	912	ecfA2_2			
NMMJGDOI_00844	CDS	816	ecfA1_3	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
NMMJGDOI_00844	gene	816	ecfA1_3			
NMMJGDOI_00845	CDS	330	rplQ		COG0203	50S ribosomal protein L17
NMMJGDOI_00845	gene	330	rplQ			
NMMJGDOI_00846	CDS	654	rpoA_1	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
NMMJGDOI_00846	gene	654	rpoA_1			
NMMJGDOI_00847	CDS	327	rpoA_2	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
NMMJGDOI_00847	gene	327	rpoA_2			
NMMJGDOI_00848	CDS	240	rpsK_1		COG0100	30S ribosomal protein S11
NMMJGDOI_00848	gene	240	rpsK_1			
NMMJGDOI_00849	CDS	111	rpsK_2			30S ribosomal protein S11
NMMJGDOI_00849	gene	111	rpsK_2			
NMMJGDOI_00850	CDS	258	rpsM		COG0099	30S ribosomal protein S13
NMMJGDOI_00850	gene	258	rpsM			
NMMJGDOI_00851	CDS	237	infA			Translation initiation factor IF-1
NMMJGDOI_00851	gene	237	infA			
NMMJGDOI_00852	CDS	747	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
NMMJGDOI_00852	gene	747	map			
NMMJGDOI_00853	CDS	642	adk	2.7.4.3		Adenylate kinase
NMMJGDOI_00853	gene	642	adk			
NMMJGDOI_00854	CDS	1434	secY			Protein translocase subunit SecY
NMMJGDOI_00854	gene	1434	secY			
NMMJGDOI_00855	CDS	456	rplO			50S ribosomal protein L15
NMMJGDOI_00855	gene	456	rplO			
NMMJGDOI_00856	CDS	660	rpsE			30S ribosomal protein S5
NMMJGDOI_00856	gene	660	rpsE			
NMMJGDOI_00857	CDS	351	rplR		COG0256	50S ribosomal protein L18
NMMJGDOI_00857	gene	351	rplR			
NMMJGDOI_00858	CDS	462	rplF		COG0097	50S ribosomal protein L6
NMMJGDOI_00858	gene	462	rplF			
NMMJGDOI_00859	CDS	429	rpsH		COG0096	30S ribosomal protein S8
NMMJGDOI_00859	gene	429	rpsH			
NMMJGDOI_00860	CDS	183	rpsZ			30S ribosomal protein S14 type Z
NMMJGDOI_00860	gene	183	rpsZ			
NMMJGDOI_00861	CDS	543	rplE		COG0094	50S ribosomal protein L5
NMMJGDOI_00861	gene	543	rplE			
NMMJGDOI_00862	CDS	336	rplX		COG0198	50S ribosomal protein L24
NMMJGDOI_00862	gene	336	rplX			
NMMJGDOI_00863	CDS	357	rplN			50S ribosomal protein L14
NMMJGDOI_00863	gene	357	rplN			
NMMJGDOI_00864	CDS	258	rpsQ			30S ribosomal protein S17
NMMJGDOI_00864	gene	258	rpsQ			
NMMJGDOI_00865	CDS	195	rpmC		COG0255	50S ribosomal protein L29
NMMJGDOI_00865	gene	195	rpmC			
NMMJGDOI_00866	CDS	387	rplP		COG0197	50S ribosomal protein L16
NMMJGDOI_00866	gene	387	rplP			
NMMJGDOI_00867	CDS	657	rpsC		COG0092	30S ribosomal protein S3
NMMJGDOI_00867	gene	657	rpsC			
NMMJGDOI_00868	CDS	480	rplV		COG0091	50S ribosomal protein L22
NMMJGDOI_00868	gene	480	rplV			
NMMJGDOI_00869	CDS	264	rpsS		COG0185	30S ribosomal protein S19
NMMJGDOI_00869	gene	264	rpsS			
NMMJGDOI_00870	CDS	864	rplB		COG0090	50S ribosomal protein L2
NMMJGDOI_00870	gene	864	rplB			
NMMJGDOI_00871	CDS	714	rplW		COG0089	50S ribosomal protein L23
NMMJGDOI_00871	gene	714	rplW			
NMMJGDOI_00872	CDS	372	rplD			50S ribosomal protein L4
NMMJGDOI_00872	gene	372	rplD			
NMMJGDOI_00873	CDS	135				hypothetical protein
NMMJGDOI_00873	gene	135				
NMMJGDOI_00874	CDS	864	rplC		COG0087	50S ribosomal protein L3
NMMJGDOI_00874	gene	864	rplC			
NMMJGDOI_00875	CDS	327	rpsJ			30S ribosomal protein S10
NMMJGDOI_00875	gene	327	rpsJ			
NMMJGDOI_00876	CDS	387				hypothetical protein
NMMJGDOI_00876	gene	387				
NMMJGDOI_00877	CDS	519				hypothetical protein
NMMJGDOI_00877	gene	519				
NMMJGDOI_00878	CDS	354				hypothetical protein
NMMJGDOI_00878	gene	354				
NMMJGDOI_00879	CDS	735				hypothetical protein
NMMJGDOI_00879	gene	735				
NMMJGDOI_00880	CDS	147				hypothetical protein
NMMJGDOI_00880	gene	147				
NMMJGDOI_00881	CDS	252				hypothetical protein
NMMJGDOI_00881	gene	252				
NMMJGDOI_00882	CDS	276				hypothetical protein
NMMJGDOI_00882	gene	276				
NMMJGDOI_00883	CDS	738				hypothetical protein
NMMJGDOI_00883	gene	738				
NMMJGDOI_00884	CDS	630	tlyC		COG1253	Hemolysin C
NMMJGDOI_00884	gene	630	tlyC			
NMMJGDOI_00885	CDS	450				hypothetical protein
NMMJGDOI_00885	gene	450				
NMMJGDOI_00886	CDS	276				hypothetical protein
NMMJGDOI_00886	gene	276				
NMMJGDOI_00887	CDS	504	ribF		COG0196	Putative riboflavin biosynthesis protein RibF
NMMJGDOI_00887	gene	504	ribF			
NMMJGDOI_00888	CDS	285				hypothetical protein
NMMJGDOI_00888	gene	285				
NMMJGDOI_00889	CDS	846				hypothetical protein
NMMJGDOI_00889	gene	846				
NMMJGDOI_00890	CDS	351	rbfA			Ribosome-binding factor A
NMMJGDOI_00890	gene	351	rbfA			
NMMJGDOI_00891	CDS	1854	infB			Translation initiation factor IF-2
NMMJGDOI_00891	gene	1854	infB			
NMMJGDOI_00892	CDS	270				hypothetical protein
NMMJGDOI_00892	gene	270				
NMMJGDOI_00893	CDS	732	nusA_1			Transcription termination/antitermination protein NusA
NMMJGDOI_00893	gene	732	nusA_1			
NMMJGDOI_00894	CDS	207	nusA_2			Transcription termination/antitermination protein NusA
NMMJGDOI_00894	gene	207	nusA_2			
NMMJGDOI_00895	CDS	621	nusA_3			Transcription termination/antitermination protein NusA
NMMJGDOI_00895	gene	621	nusA_3			
NMMJGDOI_00896	CDS	612				hypothetical protein
NMMJGDOI_00896	gene	612				
NMMJGDOI_00897	CDS	693				hypothetical protein
NMMJGDOI_00897	gene	693				
NMMJGDOI_00898	CDS	234				hypothetical protein
NMMJGDOI_00898	gene	234				
NMMJGDOI_00899	CDS	924				hypothetical protein
NMMJGDOI_00899	gene	924				
NMMJGDOI_00900	CDS	219				hypothetical protein
NMMJGDOI_00900	gene	219				
NMMJGDOI_00901	CDS	294				hypothetical protein
NMMJGDOI_00901	gene	294				
NMMJGDOI_00902	CDS	1197				hypothetical protein
NMMJGDOI_00902	gene	1197				
NMMJGDOI_00903	CDS	144				hypothetical protein
NMMJGDOI_00903	gene	144				
NMMJGDOI_00904	CDS	651				hypothetical protein
NMMJGDOI_00904	gene	651				
NMMJGDOI_00905	CDS	483				hypothetical protein
NMMJGDOI_00905	gene	483				
NMMJGDOI_00906	CDS	399	rpsI		COG0103	30S ribosomal protein S9
NMMJGDOI_00906	gene	399	rpsI			
NMMJGDOI_00907	CDS	363	rplM		COG0102	50S ribosomal protein L13
NMMJGDOI_00907	gene	363	rplM			
NMMJGDOI_00908	CDS	222				hypothetical protein
NMMJGDOI_00908	gene	222				
NMMJGDOI_00909	CDS	1788	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
NMMJGDOI_00909	gene	1788	dnaX			
NMMJGDOI_00910	CDS	1857	uvrA_1			UvrABC system protein A
NMMJGDOI_00910	gene	1857	uvrA_1			
NMMJGDOI_00911	CDS	351	uvrA_2			UvrABC system protein A
NMMJGDOI_00911	gene	351	uvrA_2			
NMMJGDOI_00912	CDS	357	uvrA_3			UvrABC system protein A
NMMJGDOI_00912	gene	357	uvrA_3			
NMMJGDOI_00913	CDS	264				hypothetical protein
NMMJGDOI_00913	gene	264				
NMMJGDOI_00914	CDS	321				hypothetical protein
NMMJGDOI_00914	gene	321				
NMMJGDOI_00915	CDS	150				hypothetical protein
NMMJGDOI_00915	gene	150				
NMMJGDOI_00916	CDS	132				hypothetical protein
NMMJGDOI_00916	gene	132				
NMMJGDOI_00917	CDS	363				hypothetical protein
NMMJGDOI_00917	gene	363				
NMMJGDOI_00918	CDS	135				hypothetical protein
NMMJGDOI_00918	gene	135				
NMMJGDOI_00919	CDS	570				hypothetical protein
NMMJGDOI_00919	gene	570				
NMMJGDOI_00920	CDS	1686	rnj1	3.1.-.-	COG0595	Ribonuclease J 1
NMMJGDOI_00920	gene	1686	rnj1			
NMMJGDOI_00921	CDS	261	rpsO		COG0184	30S ribosomal protein S15
NMMJGDOI_00921	gene	261	rpsO			
NMMJGDOI_00922	CDS	342	rhpA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase RhpA
NMMJGDOI_00922	gene	342	rhpA			
NMMJGDOI_00923	CDS	948	dbpA_2	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
NMMJGDOI_00923	gene	948	dbpA_2			
NMMJGDOI_00924	CDS	216	rpmB		COG0227	50S ribosomal protein L28
NMMJGDOI_00924	gene	216	rpmB			
NMMJGDOI_00925	CDS	426		1.11.1.-		Hydroperoxide reductase
NMMJGDOI_00925	gene	426				
NMMJGDOI_00926	CDS	147				hypothetical protein
NMMJGDOI_00926	gene	147				
NMMJGDOI_00927	CDS	261				hypothetical protein
NMMJGDOI_00927	gene	261				
NMMJGDOI_00928	CDS	231	ptsI_1	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
NMMJGDOI_00928	gene	231	ptsI_1			
NMMJGDOI_00929	CDS	522	ptsI_2	2.7.3.9		Phosphoenolpyruvate-protein phosphotransferase
NMMJGDOI_00929	gene	522	ptsI_2			
NMMJGDOI_00930	CDS	924	ptsI_3	2.7.3.9		Phosphoenolpyruvate-protein phosphotransferase
NMMJGDOI_00930	gene	924	ptsI_3			
NMMJGDOI_00931	CDS	1527	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
NMMJGDOI_00931	gene	1527	gpmI			
NMMJGDOI_00932	CDS	183	tpiA_1	5.3.1.1		Triosephosphate isomerase
NMMJGDOI_00932	gene	183	tpiA_1			
NMMJGDOI_00933	CDS	423	tpiA_2	5.3.1.1	COG0149	Triosephosphate isomerase
NMMJGDOI_00933	gene	423	tpiA_2			
NMMJGDOI_00934	CDS	1215				hypothetical protein
NMMJGDOI_00934	gene	1215				
NMMJGDOI_00935	CDS	117	tsf_1			Elongation factor Ts
NMMJGDOI_00935	gene	117	tsf_1			
NMMJGDOI_00936	CDS	780	tsf_2		COG0264	Elongation factor Ts
NMMJGDOI_00936	gene	780	tsf_2			
NMMJGDOI_00937	CDS	708	pyrH	2.7.4.22	COG0528	Uridylate kinase
NMMJGDOI_00937	gene	708	pyrH			
NMMJGDOI_00938	CDS	786				hypothetical protein
NMMJGDOI_00938	gene	786				
NMMJGDOI_00939	CDS	165				hypothetical protein
NMMJGDOI_00939	gene	165				
NMMJGDOI_00940	CDS	102				hypothetical protein
NMMJGDOI_00940	gene	102				
NMMJGDOI_00941	CDS	558				hypothetical protein
NMMJGDOI_00941	gene	558				
NMMJGDOI_00942	CDS	240				hypothetical protein
NMMJGDOI_00942	gene	240				
NMMJGDOI_00943	CDS	291				hypothetical protein
NMMJGDOI_00943	gene	291				
NMMJGDOI_00944	CDS	483	frr		COG0233	Ribosome-recycling factor
NMMJGDOI_00944	gene	483	frr			
NMMJGDOI_00945	CDS	210				hypothetical protein
NMMJGDOI_00945	gene	210				
NMMJGDOI_00946	CDS	477				hypothetical protein
NMMJGDOI_00946	gene	477				
NMMJGDOI_00947	CDS	492			COG0732	Putative type-1 restriction enzyme specificity protein MG438
NMMJGDOI_00947	gene	492				
NMMJGDOI_00948	CDS	528			COG0732	Putative type-1 restriction enzyme specificity protein MG438
NMMJGDOI_00948	gene	528				
NMMJGDOI_00949	CDS	609				hypothetical protein
NMMJGDOI_00949	gene	609				
NMMJGDOI_00950	CDS	429				hypothetical protein
NMMJGDOI_00950	gene	429				
NMMJGDOI_00951	CDS	204				hypothetical protein
NMMJGDOI_00951	gene	204				
NMMJGDOI_00952	CDS	219				hypothetical protein
NMMJGDOI_00952	gene	219				
NMMJGDOI_00953	CDS	831				hypothetical protein
NMMJGDOI_00953	gene	831				
NMMJGDOI_00954	CDS	366				hypothetical protein
NMMJGDOI_00954	gene	366				
NMMJGDOI_00955	CDS	435				hypothetical protein
NMMJGDOI_00955	gene	435				
NMMJGDOI_00956	CDS	459				hypothetical protein
NMMJGDOI_00956	gene	459				
NMMJGDOI_00957	CDS	195				hypothetical protein
NMMJGDOI_00957	gene	195				
NMMJGDOI_00958	CDS	360				hypothetical protein
NMMJGDOI_00958	gene	360				
NMMJGDOI_00959	CDS	204				hypothetical protein
NMMJGDOI_00959	gene	204				
NMMJGDOI_00960	CDS	237				hypothetical protein
NMMJGDOI_00960	gene	237				
NMMJGDOI_00961	CDS	375				hypothetical protein
NMMJGDOI_00961	gene	375				
NMMJGDOI_00962	CDS	201				hypothetical protein
NMMJGDOI_00962	gene	201				
NMMJGDOI_00963	CDS	225				hypothetical protein
NMMJGDOI_00963	gene	225				
NMMJGDOI_00964	CDS	564				hypothetical protein
NMMJGDOI_00964	gene	564				
NMMJGDOI_00965	CDS	201				hypothetical protein
NMMJGDOI_00965	gene	201				
NMMJGDOI_00966	CDS	384				hypothetical protein
NMMJGDOI_00966	gene	384				
NMMJGDOI_00967	CDS	174				hypothetical protein
NMMJGDOI_00967	gene	174				
NMMJGDOI_00968	CDS	237				hypothetical protein
NMMJGDOI_00968	gene	237				
NMMJGDOI_00969	CDS	165				hypothetical protein
NMMJGDOI_00969	gene	165				
NMMJGDOI_00970	CDS	411				hypothetical protein
NMMJGDOI_00970	gene	411				
NMMJGDOI_00971	CDS	285				hypothetical protein
NMMJGDOI_00971	gene	285				
NMMJGDOI_00972	CDS	138				hypothetical protein
NMMJGDOI_00972	gene	138				
NMMJGDOI_00973	CDS	234				hypothetical protein
NMMJGDOI_00973	gene	234				
NMMJGDOI_00974	CDS	153				hypothetical protein
NMMJGDOI_00974	gene	153				
NMMJGDOI_00975	CDS	1044	mtlA		COG2213	PTS system mannitol-specific EIICB component
NMMJGDOI_00975	gene	1044	mtlA			
NMMJGDOI_00976	CDS	204	mtlD_1	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
NMMJGDOI_00976	gene	204	mtlD_1			
NMMJGDOI_00977	CDS	771	mtlD_2	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
NMMJGDOI_00977	gene	771	mtlD_2			
NMMJGDOI_00978	CDS	432	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
NMMJGDOI_00978	gene	432	mtlF			
NMMJGDOI_00979	CDS	255				hypothetical protein
NMMJGDOI_00979	gene	255				
NMMJGDOI_00980	CDS	933				hypothetical protein
NMMJGDOI_00980	gene	933				
NMMJGDOI_00981	CDS	543				hypothetical protein
NMMJGDOI_00981	gene	543				
NMMJGDOI_00982	CDS	225				hypothetical protein
NMMJGDOI_00982	gene	225				
NMMJGDOI_00983	CDS	525				hypothetical protein
NMMJGDOI_00983	gene	525				
NMMJGDOI_00984	CDS	129				hypothetical protein
NMMJGDOI_00984	gene	129				
NMMJGDOI_00985	CDS	471	tkt_1	2.2.1.1		Transketolase
NMMJGDOI_00985	gene	471	tkt_1			
NMMJGDOI_00986	CDS	453	tkt_2	2.2.1.1		Transketolase
NMMJGDOI_00986	gene	453	tkt_2			
NMMJGDOI_00987	CDS	255	tkt_3	2.2.1.1		Transketolase
NMMJGDOI_00987	gene	255	tkt_3			
NMMJGDOI_00988	CDS	615	tkt_4	2.2.1.1		Transketolase
NMMJGDOI_00988	gene	615	tkt_4			
NMMJGDOI_00989	CDS	1392	bceA_2		COG1136	Bacitracin export ATP-binding protein BceA
NMMJGDOI_00989	gene	1392	bceA_2			
NMMJGDOI_00990	CDS	1119				putative ABC transporter permease MG468 
NMMJGDOI_00990	gene	1119				
NMMJGDOI_00991	CDS	603				hypothetical protein
NMMJGDOI_00991	gene	603				
NMMJGDOI_00992	CDS	216				hypothetical protein
NMMJGDOI_00992	gene	216				
NMMJGDOI_00993	CDS	318				hypothetical protein
NMMJGDOI_00993	gene	318				
NMMJGDOI_00994	CDS	258				hypothetical protein
NMMJGDOI_00994	gene	258				
NMMJGDOI_00995	CDS	1107				hypothetical protein
NMMJGDOI_00995	gene	1107				
NMMJGDOI_00996	CDS	162				hypothetical protein
NMMJGDOI_00996	gene	162				
NMMJGDOI_00997	CDS	816	fruK_2	2.7.1.56		Putative 1-phosphofructokinase
NMMJGDOI_00997	gene	816	fruK_2			
NMMJGDOI_00998	CDS	630	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
NMMJGDOI_00998	gene	630	fruA_1			
NMMJGDOI_00999	CDS	120				hypothetical protein
NMMJGDOI_00999	gene	120				
NMMJGDOI_01000	CDS	1068	fruA_2		COG1299	PTS system fructose-specific EIIABC component
NMMJGDOI_01000	gene	1068	fruA_2			
NMMJGDOI_01001	tRNA	89				tRNA-Ser(gct)
NMMJGDOI_01001	gene	89				
